"F2_word_count":numerical,"F2_char_count":numerical,"F2_distinct_word_count":numerical,"F2_vocab_richness":numerical,"F2_func_word_count_1":numerical,"F2_func_word_count_2":numerical,"F2_func_word_count_3":numerical,"F2_func_word_count_4":numerical,"F2_func_word_count_5":numerical,"F2_func_word_count_6":numerical,"F2_func_word_count_7":numerical,"F2_func_word_count_8":numerical,"F2_func_word_count_9":numerical,"F2_func_word_count_10":numerical,"F2_func_word_count_11":numerical,"F2_func_word_count_12":numerical,"F2_func_word_count_13":numerical,"F2_func_word_count_14":numerical,"F2_func_word_count_15":numerical,"F2_func_word_count_16":numerical,"F2_func_word_count_17":numerical,"F2_func_word_count_18":numerical,"F2_total_function_words_per_word_count":numerical,class:categorical
14,89,14,0.157303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,3738,200,0.157571,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0.027165,0
23,161,23,0.142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,543,65,0.156538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,2394,205,0.146617,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.019943,0
801,4913,325,0.163037,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.002497,0
66,491,50,0.13442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,880,103,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,252,16,0.087302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,667,79,0.166417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,2040,183,0.165686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,459,56,0.156863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,118,19,0.186441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,726,81,0.14876,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009259,0
74,480,65,0.154167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,365,47,0.19726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,174,22,0.132184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,289,35,0.134948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,199,29,0.145729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3523,22196,549,0.158722,7,0,1,0,0,0,0,10,0,0,0,0,0,0,0,4,1,0,0.006529,0
292,1749,185,0.166953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3523,22196,549,0.158722,7,0,1,0,0,0,0,10,0,0,0,0,0,0,0,4,1,0,0.006529,0
137,825,79,0.166061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1465,9032,720,0.162201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,991,130,0.150353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,14015,382,0.146129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,535,55,0.164486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,2699,236,0.147092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,2265,188,0.163797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,3957,442,0.179176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1517,11005,503,0.137846,0,0,0,0,6,0,0,5,0,0,0,0,1,0,0,0,0,0,0.00791,0
602,4000,308,0.1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,515,53,0.133981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,150,19,0.126667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,702,76,0.150997,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0.028302,0
405,2735,224,0.14808,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.004938,0
134,1429,108,0.093772,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.022388,0
111,689,69,0.161103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,1151,118,0.162467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,845,82,0.149112,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015873,0
757,4887,234,0.154901,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.010568,0
43,255,40,0.168627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,5206,407,0.168459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,477,72,0.184486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,2808,226,0.148148,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.016827,0
31,202,30,0.153465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,476,55,0.182773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3665,23221,584,0.157831,8,0,1,0,0,0,0,10,0,0,0,0,0,0,0,4,1,0,0.006548,0
61,410,49,0.14878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,150,20,0.146667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,982,75,0.107943,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018868,0
34,204,31,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,72,12,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,513,56,0.177388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,389,50,0.138817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,353,41,0.147309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,129,26,0.209302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,2130,207,0.162441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,513,56,0.177388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,1784,155,0.125,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.017937,0
63,417,58,0.151079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,8110,513,0.152281,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.002429,0
53,368,41,0.144022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,74,11,0.148649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,470,57,0.157447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,2712,108,0.101401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,228,32,0.171053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2309,15068,989,0.153239,0,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,2,0,0.003465,0
1958,12002,781,0.163139,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.000511,0
198,1281,125,0.154567,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005051,0
28,187,26,0.149733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,1046,102,0.156788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,62,12,0.209677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,573,60,0.160558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,365,50,0.142466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,397,54,0.163728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,365,47,0.19726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,174,21,0.132184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,213,26,0.150235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,1738,118,0.159379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,1426,128,0.164095,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.004274,0
117,720,94,0.1625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008547,0
147,1080,80,0.136111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,2335,206,0.163597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,69,12,0.173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,251,32,0.135458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,1941,162,0.155075,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003322,0
43,223,38,0.192825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,2521,207,0.150337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1357,10298,419,0.131773,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.000737,0
627,3996,319,0.156907,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.004785,0
53,329,48,0.161094,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018868,0
25,127,25,0.19685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,1093,116,0.161025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,272,45,0.172794,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.021277,0
75,570,60,0.131579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2445,16600,1012,0.147289,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.001227,0
490,3239,230,0.151281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002041,0
38,251,36,0.151394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1733,10746,653,0.161269,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0.002885,0
84,637,53,0.131868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,150,20,0.146667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1577,10485,341,0.150405,3,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0.016487,0
11,65,10,0.169231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,90,15,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1767,13027,870,0.135641,0,1,0,0,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0.014148,0
134,937,103,0.14301,2,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0.044776,1
206,1293,136,0.159319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,155,16,0.148387,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.043478,0
49,268,38,0.182836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1017,104,0.142576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,1120,102,0.153571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,149,15,0.114094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,74,11,0.148649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,399,49,0.145363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,441,55,0.170068,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.053333,1
14,87,14,0.16092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,990,112,0.157576,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.012821,0
450,2708,213,0.166174,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.002222,0
108,726,81,0.14876,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009259,0
30,175,30,0.171429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,1379,119,0.121827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.005952,0
144,1004,87,0.143426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2389,15379,875,0.155342,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.002093,0
70,432,54,0.162037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,14236,688,0.067856,7,0,4,0,1,0,1,3,0,0,0,0,1,0,0,0,1,1,0.019669,1
85,488,59,0.17418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917,5756,360,0.159312,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.003272,0
43,320,35,0.134375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,354,52,0.169492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,3446,284,0.156703,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.001852,0
14,77,13,0.181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,204,31,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,845,82,0.149112,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015873,0
48,313,40,0.153355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,573,66,0.141361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,872,75,0.165138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,175,27,0.165714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,205,25,0.15122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,1181,102,0.137172,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006173,0
31,162,30,0.191358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,253,41,0.173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,517,58,0.160542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,483,48,0.132505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,368,49,0.157609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,357,45,0.145658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,698,84,0.17192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,91,18,0.197802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,2214,168,0.163957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,108,18,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,603,64,0.154229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,242,33,0.157025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,499,52,0.136273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881,5578,343,0.157942,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003405,0
65,404,55,0.160891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,717,66,0.153417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,1933,143,0.152613,9,2,0,0,0,0,1,2,0,0,0,0,0,0,0,5,0,0,0.064407,1
38,294,34,0.129252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,280,32,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,684,76,0.184211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,149,28,0.187919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,72,12,0.194444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,1948,187,0.165811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,206,29,0.145631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,1744,152,0.123853,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.018519,0
48,347,39,0.138329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,6867,524,0.164555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,312,32,0.13141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,5411,386,0.153761,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0.012019,1
773,4410,327,0.175283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,248,38,0.173387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.023256,0
254,1700,163,0.149412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0.015748,0
47,274,39,0.171533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,145,23,0.172414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,198,27,0.146465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12689,80410,3187,0.157804,0,0,0,0,0,0,0,1,1,0,1,0,1,4,2,13,0,0,0.001813,0
383,2486,230,0.154063,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005222,0
81,489,60,0.165644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,538,54,0.133829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,264,34,0.162879,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0.069767,1
154,932,117,0.165236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,331,44,0.169184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,345,38,0.156522,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037037,1
226,1480,125,0.152703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,1541,123,0.160286,14,8,0,0,0,0,2,3,0,2,0,1,1,0,0,1,2,0,0.137652,1
36,218,33,0.165138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,116,20,0.181034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,5299,341,0.159464,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.00355,0
917,5756,360,0.159312,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.003272,0
4249,38367,1284,0.110746,10,0,3,0,0,2,0,4,1,3,0,0,2,0,0,0,1,1,0.006354,1
22,151,21,0.145695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,217,27,0.147465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,1183,103,0.156382,3,1,3,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0.064865,1
2306,15365,736,0.150081,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.001735,0
763,4660,388,0.163734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.001311,0
535,3698,249,0.144673,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0.02243,0
315,4593,215,0.068583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,376,52,0.159574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,483,48,0.132505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,1181,102,0.137172,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006173,0
99,836,38,0.118421,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060606,0
58,344,41,0.168605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,7691,488,0.169809,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000766,0
39,271,29,0.143911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,167,29,0.173653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2441,29520,799,0.08269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,2258,214,0.148804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.002976,0
718,4750,372,0.151158,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.005571,0
822,5401,296,0.152194,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0.024331,0
221,1476,143,0.149729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.00905,0
796,5189,301,0.153401,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0.023869,0
99,580,79,0.17069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2204,13700,745,0.160876,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.000907,0
107,704,74,0.151989,5,2,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0.102804,1
8,57,8,0.140351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,2467,175,0.149169,16,6,0,0,1,0,0,3,3,2,0,4,0,0,0,1,0,1,0.100543,1
213,1269,124,0.167849,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00939,0
1721,12481,580,0.13789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000581,0
1053,6908,474,0.152432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,4049,317,0.171647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
850,5358,279,0.158641,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.008235,0
44,270,36,0.162963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,645,57,0.130233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1392,8895,426,0.156492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,491,51,0.136456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,321,42,0.149533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,402,58,0.164179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,74,11,0.148649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,223,25,0.139013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,733,98,0.170532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,179,21,0.134078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,6947,430,0.146682,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.002944,0
4362,24278,968,0.179669,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,0,0.001605,0
424,2768,243,0.153179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,209,33,0.181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,1421,147,0.173118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,5622,372,0.166311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00107,0
45,254,41,0.177165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2664,17427,1129,0.152866,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.001126,0
178,1132,121,0.157244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.005618,0
217,1378,150,0.157475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,1844,134,0.16269,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.003333,0
46,887,40,0.05186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,2603,229,0.142912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.005376,0
27,155,26,0.174194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,8682,517,0.150887,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.003053,0
1118,7372,389,0.151655,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011628,0
1305,7820,429,0.16688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,1950,204,0.157436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,122,19,0.155738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927,6265,451,0.147965,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.003236,0
245,1460,157,0.167808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,304,47,0.171053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,126,23,0.18254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,2401,155,0.150771,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.016575,0
886,5558,377,0.15941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,662,86,0.185801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2538,17708,477,0.143325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000394,0
433,2736,231,0.15826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
